Date,Open,High,Low,Close,Volume,Market Cap,Average (High + Low / 2)
2017-06-26,0.010935,0.013897,0.009578,0.013456,6072.0,-1,0.01
2017-06-27,0.011854,0.012459,0.009673,0.01244,1372.0,-1,0.01
2017-06-28,0.012509,0.013016,0.010511,0.012953,3331.0,-1,0.01
2017-06-29,0.012941,0.013865,0.009723,0.009723,590.0,-1,0.01
2017-06-30,0.009743,0.010966,0.009359,0.010542,1183.0,-1,0.01
2017-07-01,0.010538,0.015981,0.010538,0.011318,567.0,-1,0.01
2017-07-02,0.011317,0.013352,0.008537,0.012303,3493.0,-1,0.01
2017-07-03,0.012257,0.014119,0.008946,0.011135,3565.0,-1,0.01
2017-07-04,0.01111,0.013026,0.005201,0.009618,2098.0,-1,0.01
2017-07-05,0.009613,0.010768,0.006397,0.009,274.0,-1,0.01
2017-07-06,0.009005,0.010383,0.005598,0.008053,1269.0,-1,0.01
2017-07-07,0.008059,0.050111,0.0049,0.015126,21870.0,-1,0.03
2017-07-08,0.015139,0.041756,0.01223,0.02788,45409.0,-1,0.03
2017-07-09,0.036536,0.057818,0.023379,0.037359,87939.0,-1,0.04
2017-07-10,0.037432,0.039983,0.017426,0.017913,75152.0,-1,0.03
2017-07-11,0.021548,0.02392,0.006821,0.013392,102042.0,-1,0.02
2017-07-12,0.013372,0.015785,0.010988,0.012661,18024.0,-1,0.01
2017-07-13,0.012217,0.01441,0.009252,0.011245,32098.0,-1,0.01
2017-07-14,0.010066,0.012881,0.004477,0.010667,14439.0,-1,0.01
2017-07-15,0.010649,0.010649,0.006428,0.00896,8685.0,-1,0.01
2017-07-16,0.008933,0.009538,0.004583,0.006259,17304.0,-1,0.01
2017-07-17,0.006252,0.009659,0.005986,0.009356,14436.0,-1,0.01
2017-07-18,0.009381,0.010689,0.008955,0.009679,5811.0,-1,0.01
2017-07-19,0.009694,0.010617,0.008636,0.009229,7438.0,-1,0.01
2017-07-20,0.009201,0.013322,0.009076,0.012481,6976.0,-1,0.01
2017-07-21,0.012574,0.012615,0.009305,0.011373,10025.0,-1,0.01
2017-07-22,0.011373,0.011891,0.008865,0.011709,18528.0,-1,0.01
2017-07-23,0.010892,0.01306,0.010657,0.013052,8329.0,-1,0.01
2017-07-24,0.013036,0.013047,0.011019,0.011035,14156.0,-1,0.01
2017-07-25,0.011034,0.012681,0.010562,0.011002,7379.0,-1,0.01
2017-07-26,0.011007,0.012396,0.010218,0.012009,6478.0,-1,0.01
2017-07-27,0.012043,0.025031,0.011468,0.015799,21220.0,-1,0.02
2017-07-28,0.015846,0.016168,0.012521,0.012564,16477.0,-1,0.01
2017-07-29,0.012572,0.013685,0.008179,0.009543,12897.0,-1,0.01
2017-07-30,0.008945,0.010732,0.004368,0.006677,13109.0,-1,0.01
2017-07-31,0.006684,0.008287,0.002922,0.004664,11353.0,-1,0.01
2017-08-01,0.004867,0.006313,0.002621,0.002841,1594.0,-1,0.0
2017-08-02,0.002842,0.003472,0.001439,0.002105,4445.0,-1,0.0
2017-08-03,0.002081,0.004079,0.001823,0.002511,3572.0,-1,0.0
2017-08-04,0.003618,0.004579,0.002851,0.002915,4904.0,-1,0.0
2017-08-05,0.002914,0.004006,0.002544,0.002603,1701.0,-1,0.0
2017-08-06,0.002636,0.003739,0.002421,0.002872,4175.0,-1,0.0
2017-08-07,0.002866,0.003491,0.002618,0.002942,946.0,-1,0.0
2017-08-08,0.002945,0.003171,0.002599,0.00272,1399.0,-1,0.0
2017-08-09,0.002718,0.003162,0.002613,0.002708,826.0,-1,0.0
2017-08-10,0.002708,0.002952,0.002473,0.002732,753.0,-1,0.0
2017-08-11,0.002698,0.002791,0.002391,0.002484,1408.0,-1,0.0
2017-08-12,0.002482,0.00299,0.002271,0.002325,3226.0,-1,0.0
2017-08-13,0.002322,0.0027,0.000705,0.001673,1382.0,-1,0.0
2017-08-14,0.001674,0.002402,0.001264,0.001944,777.0,-1,0.0
2017-08-15,0.001949,0.002672,0.001624,0.002489,1585.0,-1,0.0
2017-08-16,0.002492,0.002661,0.002192,0.002416,835.0,-1,0.0
2017-08-17,0.002414,0.002839,0.002124,0.002264,1472.0,-1,0.0
2017-08-18,0.002215,0.002451,0.002045,0.002056,1493.0,-1,0.0
2017-08-19,0.002054,0.002295,0.002054,0.002207,953.0,-1,0.0
2017-08-20,0.002197,0.002237,0.002076,0.002158,723.0,-1,0.0
2017-08-21,0.00215,0.002589,0.001729,0.002264,2112.0,-1,0.0
2017-08-22,0.002269,0.003655,0.002036,0.003316,3844.0,-1,0.0
2017-08-23,0.00331,0.003908,0.002509,0.003598,1313.0,-1,0.0
2017-08-24,0.003599,0.004081,0.003117,0.004002,1061.0,-1,0.0
2017-08-25,0.003996,0.004202,0.002865,0.003218,804.0,-1,0.0
2017-08-26,0.003224,0.004695,0.003048,0.004508,679.0,-1,0.0
2017-08-27,0.004507,0.004994,0.003475,0.004277,1268.0,-1,0.0
2017-08-28,0.004282,0.004654,0.003352,0.003986,603.0,-1,0.0
2017-08-29,0.003905,0.004024,0.002715,0.003703,519.0,-1,0.0
2017-08-30,0.0037,0.004402,0.003413,0.00367,328.0,-1,0.0
2017-08-31,0.003664,0.005163,0.003663,0.00445,996.0,-1,0.0
2017-09-01,0.004451,0.005849,0.003777,0.004229,1377.0,-1,0.0
2017-09-02,0.004185,0.004454,0.003436,0.003954,490.0,-1,0.0
2017-09-03,0.003956,0.004197,0.003606,0.004017,482.0,-1,0.0
2017-09-04,0.004019,0.004105,0.003446,0.003555,308.0,-1,0.0
2017-09-05,0.003574,0.004996,0.003404,0.003968,918.0,-1,0.0
2017-09-06,0.003973,0.004932,0.003973,0.004739,217.0,-1,0.0
2017-09-07,0.00473,0.005949,0.004594,0.004633,1057.0,-1,0.01
2017-09-08,0.004634,0.005133,0.003952,0.00414,528.0,-1,0.0
2017-09-09,0.004148,0.004159,0.003859,0.004072,33.0,-1,0.0
2017-09-10,0.004076,0.004076,0.003539,0.003692,953.0,-1,0.0
2017-09-11,0.003703,0.007912,0.003597,0.005634,2658.0,-1,0.01
2017-09-12,0.005632,0.008252,0.004441,0.004544,2622.0,-1,0.01
2017-09-13,0.004546,0.005086,0.003541,0.004265,247.0,-1,0.0
2017-09-14,0.004265,0.004412,0.00334,0.003863,183.0,-1,0.0
2017-09-15,0.003894,0.005956,0.00364,0.005355,2041.0,-1,0.0
2017-09-16,0.005341,0.006253,0.004303,0.004683,478.0,-1,0.01
2017-09-17,0.00468,0.006463,0.003992,0.004456,1180.0,-1,0.01
2017-09-18,0.004447,0.006801,0.003951,0.005015,426.0,-1,0.01
2017-09-19,0.005026,0.009045,0.004073,0.00794,5739.0,-1,0.01
2017-09-20,0.00793,0.008096,0.005785,0.007214,2218.0,-1,0.01
2017-09-21,0.007179,0.007276,0.005368,0.005559,3345.0,-1,0.01
2017-09-22,0.005553,0.009448,0.005548,0.009168,297.0,-1,0.01
2017-09-23,0.009142,0.009165,0.006014,0.006518,815.0,-1,0.01
2017-09-24,0.006517,0.006517,0.00536,0.005441,616.0,-1,0.01
2017-09-25,0.005435,0.006312,0.0053,0.006255,11.0,-1,0.01
2017-09-26,0.006254,0.006885,0.006033,0.006631,777.0,-1,0.01
2017-09-27,0.006613,0.006899,0.005931,0.006101,535.0,-1,0.01
2017-09-28,0.006101,0.006858,0.005409,0.006039,458.0,-1,0.01
2017-09-29,0.006034,0.006059,0.005308,0.00584,251.0,-1,0.01
2017-09-30,0.005841,0.006087,0.005835,0.006074,9.0,-1,0.01
2017-10-01,0.006038,0.006109,0.005077,0.005181,423.0,-1,0.01
2017-10-02,0.005179,0.005581,0.005067,0.005283,979.0,-1,0.01
2017-10-03,0.005283,0.007273,0.00501,0.005947,9332.0,-1,0.01
2017-10-04,0.005961,0.006082,0.003504,0.004928,3626.0,-1,0.0
